Date,Store,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Year,Month,Day,WeekOfYear,Sales_Per_Customer,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Promo2_Start_Date,Days_Promo2_Participating,Ind_Competition,Competition_Open_Date,Competition_Age,Ind_New_Competition
2013-03-24,304,7,0,0,0,0,0,1,2013,3,24,12,,a,a,1950.0,7.0,2015.0,0,,,,,,1,2015-07-01,-829.0,0
2015-04-05,305,7,0,0,0,0,0,1,2015,4,5,14,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,602.0,1,2005-02-01,3715.0,0
2015-01-04,305,7,0,0,0,0,0,1,2015,1,4,1,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,511.0,1,2005-02-01,3624.0,0
2014-12-28,305,7,0,0,0,0,0,1,2014,12,28,52,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,504.0,1,2005-02-01,3617.0,0
2014-10-26,305,7,0,0,0,0,0,1,2014,10,26,43,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,441.0,1,2005-02-01,3554.0,0
2014-08-31,305,7,0,0,0,0,0,1,2014,8,31,35,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,385.0,1,2005-02-01,3498.0,0
2014-08-24,305,7,0,0,0,0,0,1,2014,8,24,34,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,378.0,1,2005-02-01,3491.0,0
2014-08-17,305,7,0,0,0,0,0,1,2014,8,17,33,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,371.0,1,2005-02-01,3484.0,0
2014-08-10,305,7,0,0,0,0,0,1,2014,8,10,32,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,364.0,1,2005-02-01,3477.0,0
2014-08-03,305,7,0,0,0,0,0,1,2014,8,3,31,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,357.0,1,2005-02-01,3470.0,0
2014-04-20,305,7,0,0,0,0,0,1,2014,4,20,16,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,252.0,1,2005-02-01,3365.0,0
2014-01-05,305,7,0,0,0,0,0,1,2014,1,5,1,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,147.0,1,2005-02-01,3260.0,0
2013-12-29,305,7,0,0,0,0,0,1,2013,12,29,52,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,140.0,1,2005-02-01,3253.0,0
2013-10-20,305,7,0,0,0,0,0,1,2013,10,20,42,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,70.0,1,2005-02-01,3183.0,0
2013-08-11,305,7,0,0,0,0,0,1,2013,8,11,32,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,0.0,1,2005-02-01,3113.0,0
2013-08-04,305,7,0,0,0,0,0,1,2013,8,4,31,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,-7.0,1,2005-02-01,3106.0,0
2013-07-28,305,7,0,0,0,0,0,1,2013,7,28,30,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,-14.0,1,2005-02-01,3099.0,0
2013-07-21,305,7,0,0,0,0,0,1,2013,7,21,29,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,-21.0,1,2005-02-01,3092.0,0
2013-07-14,305,7,0,0,0,0,0,1,2013,7,14,28,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,-28.0,1,2005-02-01,3085.0,0
2013-07-07,305,7,0,0,0,0,0,1,2013,7,7,27,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,-35.0,1,2005-02-01,3078.0,0
2013-01-06,305,7,0,0,0,0,0,1,2013,1,6,1,,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2013-08-11,-217.0,1,2005-02-01,2896.0,0
2015-01-01,307,4,0,0,0,0,0,1,2015,1,1,1,,a,a,18660.0,9.0,2002.0,0,,,,,,1,2002-09-01,4505.0,0
2013-08-08,308,4,0,0,0,0,0,1,2013,8,8,32,,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2010-04-04,1222.0,1,2006-12-01,2442.0,0
2013-08-07,308,3,0,0,0,0,0,1,2013,8,7,32,,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2010-04-04,1221.0,1,2006-12-01,2441.0,0
2013-08-06,308,2,0,0,0,0,0,1,2013,8,6,32,,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2010-04-04,1220.0,1,2006-12-01,2440.0,0
2013-08-05,308,1,0,0,0,0,0,1,2013,8,5,32,,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2010-04-04,1219.0,1,2006-12-01,2439.0,0
2013-08-02,308,5,0,0,0,1,0,1,2013,8,2,31,,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2010-04-04,1216.0,1,2006-12-01,2436.0,0
2013-08-01,308,4,0,0,0,1,0,1,2013,8,1,31,,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2010-04-04,1215.0,1,2006-12-01,2435.0,0
2013-07-31,308,3,0,0,0,1,0,1,2013,7,31,31,,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2010-04-04,1214.0,1,2006-12-01,2434.0,0
2013-07-30,308,2,0,0,0,1,0,1,2013,7,30,31,,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2010-04-04,1213.0,1,2006-12-01,2433.0,0
2013-07-29,308,1,0,0,0,1,0,1,2013,7,29,31,,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2010-04-04,1212.0,1,2006-12-01,2432.0,0
2015-04-05,311,7,0,0,0,0,0,1,2015,4,5,14,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,3565.0,0
2015-01-04,311,7,0,0,0,0,0,1,2015,1,4,1,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,3474.0,0
2014-12-28,311,7,0,0,0,0,0,1,2014,12,28,52,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,3467.0,0
2014-10-26,311,7,0,0,0,0,0,1,2014,10,26,43,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,3404.0,0
2014-08-31,311,7,0,0,0,0,0,1,2014,8,31,35,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,3348.0,0
2014-08-24,311,7,0,0,0,0,0,1,2014,8,24,34,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,3341.0,0
2014-08-17,311,7,0,0,0,0,0,1,2014,8,17,33,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,3334.0,0
2014-08-10,311,7,0,0,0,0,0,1,2014,8,10,32,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,3327.0,0
2014-08-03,311,7,0,0,0,0,0,1,2014,8,3,31,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,3320.0,0
2014-04-20,311,7,0,0,0,0,0,1,2014,4,20,16,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,3215.0,0
2014-01-05,311,7,0,0,0,0,0,1,2014,1,5,1,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,3110.0,0
2013-12-29,311,7,0,0,0,0,0,1,2013,12,29,52,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,3103.0,0
2013-10-20,311,7,0,0,0,0,0,1,2013,10,20,42,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,3033.0,0
2013-08-11,311,7,0,0,0,0,0,1,2013,8,11,32,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,2963.0,0
2013-08-04,311,7,0,0,0,0,0,1,2013,8,4,31,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,2956.0,0
2013-07-28,311,7,0,0,0,0,0,1,2013,7,28,30,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,2949.0,0
2013-07-21,311,7,0,0,0,0,0,1,2013,7,21,29,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,2942.0,0
2013-07-14,311,7,0,0,0,0,0,1,2013,7,14,28,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,2935.0,0
2013-07-07,311,7,0,0,0,0,0,1,2013,7,7,27,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,2928.0,0
2013-01-06,311,7,0,0,0,0,0,1,2013,1,6,1,,a,c,680.0,7.0,2005.0,0,,,,,,1,2005-07-01,2746.0,0
2015-04-05,312,7,0,0,0,0,0,1,2015,4,5,14,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,1130.0,0
2015-01-04,312,7,0,0,0,0,0,1,2015,1,4,1,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,1039.0,0
2014-12-28,312,7,0,0,0,0,0,1,2014,12,28,52,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,1032.0,0
2014-10-26,312,7,0,0,0,0,0,1,2014,10,26,43,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,969.0,0
2014-08-31,312,7,0,0,0,0,0,1,2014,8,31,35,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,913.0,0
2014-08-24,312,7,0,0,0,0,0,1,2014,8,24,34,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,906.0,0
2014-08-17,312,7,0,0,0,0,0,1,2014,8,17,33,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,899.0,0
2014-08-10,312,7,0,0,0,0,0,1,2014,8,10,32,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,892.0,0
2014-08-03,312,7,0,0,0,0,0,1,2014,8,3,31,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,885.0,0
2014-04-20,312,7,0,0,0,0,0,1,2014,4,20,16,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,780.0,0
2014-01-05,312,7,0,0,0,0,0,1,2014,1,5,1,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,675.0,0
2013-12-29,312,7,0,0,0,0,0,1,2013,12,29,52,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,668.0,0
2013-10-20,312,7,0,0,0,0,0,1,2013,10,20,42,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,598.0,0
2013-08-11,312,7,0,0,0,0,0,1,2013,8,11,32,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,528.0,0
2013-08-04,312,7,0,0,0,0,0,1,2013,8,4,31,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,521.0,0
2013-07-28,312,7,0,0,0,0,0,1,2013,7,28,30,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,514.0,0
2013-07-21,312,7,0,0,0,0,0,1,2013,7,21,29,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,507.0,0
2013-07-14,312,7,0,0,0,0,0,1,2013,7,14,28,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,500.0,0
2013-07-07,312,7,0,0,0,0,0,1,2013,7,7,27,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,493.0,0
2013-01-06,312,7,0,0,0,0,0,1,2013,1,6,1,,d,a,11300.0,3.0,2012.0,0,,,,,,1,2012-03-01,311.0,0
2015-01-01,313,4,0,0,0,0,0,1,2015,1,1,1,,d,c,14160.0,,,0,,,,,,1,,,0
2015-01-01,322,4,0,0,0,0,0,1,2015,1,1,1,,a,a,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1929.0,1,2001-04-01,5023.0,0
2015-04-05,336,7,0,0,0,0,0,1,2015,4,5,14,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,278.0,0
2015-01-04,336,7,0,0,0,0,0,1,2015,1,4,1,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,187.0,0
2014-12-28,336,7,0,0,0,0,0,1,2014,12,28,52,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,180.0,1
2014-10-26,336,7,0,0,0,0,0,1,2014,10,26,43,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,117.0,1
2014-08-31,336,7,0,0,0,0,0,1,2014,8,31,35,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,61.0,1
2014-08-24,336,7,0,0,0,0,0,1,2014,8,24,34,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,54.0,1
2014-08-17,336,7,0,0,0,0,0,1,2014,8,17,33,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,47.0,1
2014-08-10,336,7,0,0,0,0,0,1,2014,8,10,32,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,40.0,1
2014-08-03,336,7,0,0,0,0,0,1,2014,8,3,31,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,33.0,1
2014-04-20,336,7,0,0,0,0,0,1,2014,4,20,16,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,-72.0,0
2014-01-05,336,7,0,0,0,0,0,1,2014,1,5,1,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,-177.0,0
2013-12-29,336,7,0,0,0,0,0,1,2013,12,29,52,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,-184.0,0
2013-10-20,336,7,0,0,0,0,0,1,2013,10,20,42,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,-254.0,0
2013-08-11,336,7,0,0,0,0,0,1,2013,8,11,32,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,-324.0,0
2013-08-04,336,7,0,0,0,0,0,1,2013,8,4,31,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,-331.0,0
2013-07-28,336,7,0,0,0,0,0,1,2013,7,28,30,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,-338.0,0
2013-07-21,336,7,0,0,0,0,0,1,2013,7,21,29,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,-345.0,0
2013-07-14,336,7,0,0,0,0,0,1,2013,7,14,28,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,-352.0,0
2013-07-07,336,7,0,0,0,0,0,1,2013,7,7,27,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,-359.0,0
2013-01-06,336,7,0,0,0,0,0,1,2013,1,6,1,,a,a,190.0,7.0,2014.0,0,,,,,,1,2014-07-01,-541.0,0
2015-04-05,337,7,0,0,0,0,0,1,2015,4,5,14,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,140.0,1,2005-07-01,3565.0,0
2015-01-04,337,7,0,0,0,0,0,1,2015,1,4,1,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,49.0,1,2005-07-01,3474.0,0
2014-12-28,337,7,0,0,0,0,0,1,2014,12,28,52,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,42.0,1,2005-07-01,3467.0,0
2014-10-26,337,7,0,0,0,0,0,1,2014,10,26,43,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,-21.0,1,2005-07-01,3404.0,0
2014-08-31,337,7,0,0,0,0,0,1,2014,8,31,35,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,-77.0,1,2005-07-01,3348.0,0
2014-08-24,337,7,0,0,0,0,0,1,2014,8,24,34,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,-84.0,1,2005-07-01,3341.0,0
2014-08-17,337,7,0,0,0,0,0,1,2014,8,17,33,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,-91.0,1,2005-07-01,3334.0,0
2014-08-10,337,7,0,0,0,0,0,1,2014,8,10,32,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,-98.0,1,2005-07-01,3327.0,0
2014-08-03,337,7,0,0,0,0,0,1,2014,8,3,31,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,-105.0,1,2005-07-01,3320.0,0
2014-04-20,337,7,0,0,0,0,0,1,2014,4,20,16,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,-210.0,1,2005-07-01,3215.0,0
2014-01-05,337,7,0,0,0,0,0,1,2014,1,5,1,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,-315.0,1,2005-07-01,3110.0,0
2013-12-29,337,7,0,0,0,0,0,1,2013,12,29,52,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,-322.0,1,2005-07-01,3103.0,0
2013-10-20,337,7,0,0,0,0,0,1,2013,10,20,42,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,-392.0,1,2005-07-01,3033.0,0
2013-08-11,337,7,0,0,0,0,0,1,2013,8,11,32,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,-462.0,1,2005-07-01,2963.0,0
2013-08-04,337,7,0,0,0,0,0,1,2013,8,4,31,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,-469.0,1,2005-07-01,2956.0,0
2013-07-28,337,7,0,0,0,0,0,1,2013,7,28,30,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,-476.0,1,2005-07-01,2949.0,0
2013-07-21,337,7,0,0,0,0,0,1,2013,7,21,29,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,-483.0,1,2005-07-01,2942.0,0
2013-07-14,337,7,0,0,0,0,0,1,2013,7,14,28,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,-490.0,1,2005-07-01,2935.0,0
2013-07-07,337,7,0,0,0,0,0,1,2013,7,7,27,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,-497.0,1,2005-07-01,2928.0,0
2013-01-06,337,7,0,0,0,0,0,1,2013,1,6,1,,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2014-11-16,-679.0,1,2005-07-01,2746.0,0
2015-04-05,338,7,0,0,0,0,0,1,2015,4,5,14,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,2023.0,1,,,0
2015-01-04,338,7,0,0,0,0,0,1,2015,1,4,1,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1932.0,1,,,0
2014-12-28,338,7,0,0,0,0,0,1,2014,12,28,52,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1925.0,1,,,0
2014-10-26,338,7,0,0,0,0,0,1,2014,10,26,43,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1862.0,1,,,0
2014-08-31,338,7,0,0,0,0,0,1,2014,8,31,35,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1806.0,1,,,0
2014-08-24,338,7,0,0,0,0,0,1,2014,8,24,34,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1799.0,1,,,0
2014-08-17,338,7,0,0,0,0,0,1,2014,8,17,33,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1792.0,1,,,0
2014-08-10,338,7,0,0,0,0,0,1,2014,8,10,32,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1785.0,1,,,0
2014-08-03,338,7,0,0,0,0,0,1,2014,8,3,31,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1778.0,1,,,0
2014-04-20,338,7,0,0,0,0,0,1,2014,4,20,16,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1673.0,1,,,0
2014-01-05,338,7,0,0,0,0,0,1,2014,1,5,1,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1568.0,1,,,0
2013-12-29,338,7,0,0,0,0,0,1,2013,12,29,52,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1561.0,1,,,0
2013-10-20,338,7,0,0,0,0,0,1,2013,10,20,42,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1491.0,1,,,0
2013-08-11,338,7,0,0,0,0,0,1,2013,8,11,32,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1421.0,1,,,0
2013-08-04,338,7,0,0,0,0,0,1,2013,8,4,31,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1414.0,1,,,0
2013-07-28,338,7,0,0,0,0,0,1,2013,7,28,30,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1407.0,1,,,0
2013-07-21,338,7,0,0,0,0,0,1,2013,7,21,29,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1400.0,1,,,0
2013-07-14,338,7,0,0,0,0,0,1,2013,7,14,28,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1393.0,1,,,0
2013-07-07,338,7,0,0,0,0,0,1,2013,7,7,27,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1386.0,1,,,0
2013-01-06,338,7,0,0,0,0,0,1,2013,1,6,1,,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-20,1204.0,1,,,0
2013-01-04,339,5,0,0,0,0,0,1,2013,1,4,1,,a,c,2280.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2013-03-17,-72.0,1,,,0
2013-01-03,339,4,0,0,0,0,0,1,2013,1,3,1,,a,c,2280.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2013-03-17,-73.0,1,,,0
2013-04-05,349,5,0,0,0,0,0,1,2013,4,5,14,,c,c,1490.0,4.0,2009.0,0,,,,,,1,2009-04-01,1465.0,0
2013-04-04,349,4,0,0,0,0,0,1,2013,4,4,14,,c,c,1490.0,4.0,2009.0,0,,,,,,1,2009-04-01,1464.0,0
2013-04-03,349,3,0,0,0,0,0,1,2013,4,3,14,,c,c,1490.0,4.0,2009.0,0,,,,,,1,2009-04-01,1463.0,0
2013-04-02,349,2,0,0,0,0,0,1,2013,4,2,14,,c,c,1490.0,4.0,2009.0,0,,,,,,1,2009-04-01,1462.0,0
2013-03-28,349,4,0,0,0,1,0,1,2013,3,28,13,,c,c,1490.0,4.0,2009.0,0,,,,,,1,2009-04-01,1457.0,0
2013-03-27,349,3,0,0,0,1,0,1,2013,3,27,13,,c,c,1490.0,4.0,2009.0,0,,,,,,1,2009-04-01,1456.0,0
2013-03-26,349,2,0,0,0,1,0,1,2013,3,26,13,,c,c,1490.0,4.0,2009.0,0,,,,,,1,2009-04-01,1455.0,0
2013-03-25,349,1,0,0,0,1,0,1,2013,3,25,13,,c,c,1490.0,4.0,2009.0,0,,,,,,1,2009-04-01,1454.0,0
2013-02-08,349,5,0,0,0,1,0,1,2013,2,8,6,,c,c,1490.0,4.0,2009.0,0,,,,,,1,2009-04-01,1409.0,0
2013-02-07,349,4,0,0,0,1,0,1,2013,2,7,6,,c,c,1490.0,4.0,2009.0,0,,,,,,1,2009-04-01,1408.0,0
2013-02-06,349,3,0,0,0,1,0,1,2013,2,6,6,,c,c,1490.0,4.0,2009.0,0,,,,,,1,2009-04-01,1407.0,0
2013-02-05,349,2,0,0,0,1,0,1,2013,2,5,6,,c,c,1490.0,4.0,2009.0,0,,,,,,1,2009-04-01,1406.0,0
2013-02-04,349,1,0,0,0,1,0,1,2013,2,4,6,,c,c,1490.0,4.0,2009.0,0,,,,,,1,2009-04-01,1405.0,0
2013-01-04,349,5,0,0,0,0,0,1,2013,1,4,1,,c,c,1490.0,4.0,2009.0,0,,,,,,1,2009-04-01,1374.0,0
2013-01-03,349,4,0,0,0,0,0,1,2013,1,3,1,,c,c,1490.0,4.0,2009.0,0,,,,,,1,2009-04-01,1373.0,0
2013-01-02,349,3,0,0,0,0,0,1,2013,1,2,1,,c,c,1490.0,4.0,2009.0,0,,,,,,1,2009-04-01,1372.0,0
2015-04-05,350,7,0,0,0,0,0,1,2015,4,5,14,,d,a,8880.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2011-04-10,1456.0,1,,,0
2015-01-04,350,7,0,0,0,0,0,1,2015,1,4,1,,d,a,8880.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2011-04-10,1365.0,1,,,0
2014-12-28,350,7,0,0,0,0,0,1,2014,12,28,52,,d,a,8880.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2011-04-10,1358.0,1,,,0
2014-10-26,350,7,0,0,0,0,0,1,2014,10,26,43,,d,a,8880.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2011-04-10,1295.0,1,,,0
2014-08-31,350,7,0,0,0,0,0,1,2014,8,31,35,,d,a,8880.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2011-04-10,1239.0,1,,,0
2014-08-24,350,7,0,0,0,0,0,1,2014,8,24,34,,d,a,8880.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2011-04-10,1232.0,1,,,0
2014-08-17,350,7,0,0,0,0,0,1,2014,8,17,33,,d,a,8880.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2011-04-10,1225.0,1,,,0
2014-08-10,350,7,0,0,0,0,0,1,2014,8,10,32,,d,a,8880.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2011-04-10,1218.0,1,,,0
