,Store,StoreType,Date
4117,151,d,2013-05-20
4118,151,d,2013-10-03
4119,151,d,2013-10-31
4120,151,d,2013-12-25
4121,151,d,2013-12-26
4122,151,d,2014-01-01
4123,151,d,2014-01-06
4124,151,d,2014-04-18
4125,151,d,2014-04-21
4126,151,d,2014-05-01
4127,151,d,2014-05-29
4128,151,d,2014-06-09
4129,151,d,2014-10-03
4130,151,d,2014-10-31
4131,151,d,2014-12-25
4132,151,d,2014-12-26
4133,151,d,2015-01-01
4134,151,d,2015-01-06
4135,151,d,2015-04-03
4136,151,d,2015-04-06
4137,151,d,2015-05-01
4138,151,d,2015-05-14
4139,151,d,2015-05-25
4140,152,a,2013-01-01
4141,152,a,2013-03-29
4142,152,a,2013-04-01
4143,152,a,2013-05-01
4144,152,a,2013-05-09
4145,152,a,2013-05-20
4146,152,a,2013-05-30
4147,152,a,2013-10-03
4148,152,a,2013-11-01
4149,152,a,2013-12-25
4150,152,a,2013-12-26
4151,152,a,2014-01-01
4152,152,a,2014-04-18
4153,152,a,2014-04-21
4154,152,a,2014-05-01
4155,152,a,2014-05-29
4156,152,a,2014-06-09
4157,152,a,2014-06-19
4158,152,a,2014-10-03
4159,152,a,2014-11-01
4160,152,a,2014-12-25
4161,152,a,2014-12-26
4162,152,a,2015-01-01
4163,152,a,2015-04-03
4164,152,a,2015-04-06
4165,152,a,2015-05-01
4166,152,a,2015-05-14
4167,152,a,2015-05-25
4168,152,a,2015-06-04
4169,153,a,2013-01-01
4170,153,a,2013-03-29
4171,153,a,2013-04-01
4172,153,a,2013-05-01
4173,153,a,2013-05-09
4174,153,a,2013-05-20
4175,153,a,2013-05-30
4176,153,a,2013-10-03
4177,153,a,2013-11-01
4178,153,a,2013-12-25
4179,153,a,2013-12-26
4180,153,a,2014-01-01
4181,153,a,2014-04-18
4182,153,a,2014-04-21
4183,153,a,2014-05-01
4184,153,a,2014-05-29
4185,153,a,2014-06-09
4186,153,a,2014-06-19
4187,153,a,2014-10-03
4188,153,a,2014-11-01
4189,153,a,2014-12-25
4190,153,a,2014-12-26
4191,153,a,2015-01-01
4192,153,a,2015-04-03
4193,153,a,2015-04-06
4194,153,a,2015-05-01
4195,153,a,2015-05-14
4196,153,a,2015-05-25
4197,153,a,2015-06-04
4198,154,d,2013-01-01
4199,154,d,2013-03-29
4200,154,d,2013-04-01
4201,154,d,2013-05-01
4202,154,d,2013-05-09
4203,154,d,2013-05-20
4204,154,d,2013-05-30
4205,154,d,2013-10-03
4206,154,d,2013-12-25
4207,154,d,2013-12-26
4208,154,d,2014-01-01
4209,154,d,2014-04-18
4210,154,d,2014-04-21
4211,154,d,2014-05-01
4212,154,d,2014-05-29
4213,154,d,2014-06-09
4214,154,d,2014-06-19
4215,154,d,2014-10-03
4216,154,d,2014-12-25
4217,154,d,2014-12-26
4218,154,d,2015-01-01
4219,154,d,2015-04-03
4220,154,d,2015-04-06
4221,154,d,2015-05-01
4222,154,d,2015-05-14
4223,154,d,2015-05-25
4224,154,d,2015-06-04
4225,155,d,2013-01-01
4226,155,d,2013-01-06
4227,155,d,2013-03-29
4228,155,d,2013-04-01
4229,155,d,2013-05-01
4230,155,d,2013-05-09
4231,155,d,2013-05-20
4232,155,d,2013-05-30
4233,155,d,2013-10-03
4234,155,d,2013-11-01
4235,155,d,2013-12-25
4236,155,d,2013-12-26
4237,155,d,2014-01-01
4238,155,d,2014-01-06
4239,155,d,2014-04-18
4240,155,d,2014-04-21
4241,155,d,2014-05-01
4242,155,d,2014-05-29
4243,155,d,2014-06-09
4244,155,d,2014-06-19
4245,155,d,2015-01-01
4246,155,d,2015-01-06
4247,155,d,2015-04-03
4248,155,d,2015-04-06
4249,155,d,2015-05-01
4250,155,d,2015-05-14
4251,155,d,2015-05-25
4252,155,d,2015-06-04
4253,156,a,2013-01-01
4254,156,a,2013-03-29
4255,156,a,2013-04-01
4256,156,a,2013-05-01
4257,156,a,2013-05-09
4258,156,a,2013-05-20
4259,156,a,2013-10-03
4260,156,a,2013-10-31
4261,156,a,2013-12-25
4262,156,a,2013-12-26
4263,156,a,2014-01-01
4264,156,a,2014-04-18
4265,156,a,2014-04-21
4266,156,a,2014-05-01
4267,156,a,2014-05-29
4268,156,a,2014-06-09
4269,156,a,2014-10-03
4270,156,a,2014-10-31
4271,156,a,2014-12-25
4272,156,a,2014-12-26
4273,156,a,2015-04-03
4274,156,a,2015-04-06
4275,156,a,2015-05-01
4276,156,a,2015-05-14
4277,156,a,2015-05-25
4278,157,a,2013-01-01
4279,157,a,2013-03-29
4280,157,a,2013-04-01
4281,157,a,2013-05-01
4282,157,a,2013-05-09
4283,157,a,2013-05-20
4284,157,a,2013-05-30
4285,157,a,2013-10-03
4286,157,a,2013-11-01
4287,157,a,2013-12-25
4288,157,a,2013-12-26
4289,157,a,2014-01-01
4290,157,a,2014-04-18
4291,157,a,2014-04-21
4292,157,a,2014-05-01
4293,157,a,2014-05-29
4294,157,a,2014-06-09
4295,157,a,2014-06-19
4296,157,a,2014-10-03
4297,157,a,2014-11-01
4298,157,a,2014-12-25
4299,157,a,2014-12-26
4300,157,a,2015-01-01
4301,157,a,2015-04-03
4302,157,a,2015-04-06
4303,157,a,2015-05-01
4304,157,a,2015-05-14
4305,157,a,2015-05-25
4306,157,a,2015-06-04
4307,158,d,2013-01-01
4308,158,d,2013-03-29
4309,158,d,2013-04-01
4310,158,d,2013-05-01
4311,158,d,2013-05-09
4312,158,d,2013-05-20
4313,158,d,2013-05-30
4314,158,d,2013-10-03
4315,158,d,2013-11-01
4316,158,d,2013-12-25
4317,158,d,2013-12-26
4318,158,d,2014-01-01
4319,158,d,2014-04-18
4320,158,d,2014-04-21
4321,158,d,2014-05-01
4322,158,d,2014-05-29
4323,158,d,2014-06-09
4324,158,d,2014-06-19
4325,158,d,2014-10-03
4326,158,d,2014-11-01
4327,158,d,2014-12-25
4328,158,d,2014-12-26
4329,158,d,2015-01-01
4330,158,d,2015-04-03
4331,158,d,2015-04-06
4332,158,d,2015-05-01
4333,158,d,2015-05-14
4334,158,d,2015-05-25
4335,158,d,2015-06-04
4336,159,d,2013-01-01
4337,159,d,2013-01-06
4338,159,d,2013-03-29
4339,159,d,2013-04-01
4340,159,d,2013-05-01
4341,159,d,2013-05-09
4342,159,d,2013-05-20
4343,159,d,2013-05-30
4344,159,d,2013-10-03
4345,159,d,2013-11-01
4346,159,d,2013-12-25
4347,159,d,2013-12-26
4348,159,d,2014-01-01
4349,159,d,2014-01-06
4350,159,d,2014-04-18
4351,159,d,2014-04-21
4352,159,d,2014-05-01
4353,159,d,2014-05-29
4354,159,d,2014-06-09
4355,159,d,2014-06-19
4356,159,d,2015-01-01
4357,159,d,2015-01-06
4358,159,d,2015-04-03
4359,159,d,2015-04-06
4360,159,d,2015-05-01
4361,159,d,2015-05-14
4362,159,d,2015-05-25
4363,159,d,2015-06-04
4364,160,d,2013-01-01
4365,160,d,2013-03-29
4366,160,d,2013-04-01
4367,160,d,2013-05-01
4368,160,d,2013-05-09
4369,160,d,2013-05-20
4370,160,d,2013-05-30
4371,160,d,2013-10-03
4372,160,d,2013-12-25
4373,160,d,2013-12-26
4374,160,d,2014-01-01
4375,160,d,2014-04-18
4376,160,d,2014-04-21
4377,160,d,2014-05-01
4378,160,d,2014-05-29
4379,160,d,2014-06-09
4380,160,d,2014-06-19
4381,160,d,2014-10-03
4382,160,d,2014-12-25
4383,160,d,2014-12-26
4384,160,d,2015-01-01
4385,160,d,2015-04-03
4386,160,d,2015-04-06
4387,160,d,2015-05-01
4388,160,d,2015-05-14
4389,160,d,2015-05-25
4390,160,d,2015-06-04
4391,161,a,2013-01-01
4392,161,a,2013-03-29
4393,161,a,2013-04-01
4394,161,a,2013-05-01
4395,161,a,2013-05-09
4396,161,a,2013-05-20
4397,161,a,2013-05-30
4398,161,a,2013-10-03
4399,161,a,2013-11-01
4400,161,a,2013-12-25
4401,161,a,2013-12-26
4402,161,a,2014-01-01
4403,161,a,2014-04-18
4404,161,a,2014-04-21
4405,161,a,2014-05-01
4406,161,a,2014-05-29
4407,161,a,2014-06-09
4408,161,a,2014-06-19
4409,161,a,2014-10-03
4410,161,a,2014-11-01
4411,161,a,2014-12-25
4412,161,a,2014-12-26
4413,161,a,2015-01-01
4414,161,a,2015-04-03
4415,161,a,2015-04-06
4416,161,a,2015-05-01
4417,161,a,2015-05-14
4418,161,a,2015-05-25
4419,161,a,2015-06-04
4420,162,d,2013-01-01
4421,162,d,2013-03-29
4422,162,d,2013-04-01
4423,162,d,2013-05-01
4424,162,d,2013-05-09
4425,162,d,2013-05-20
4426,162,d,2013-05-30
4427,162,d,2013-10-03
4428,162,d,2013-12-25
4429,162,d,2013-12-26
4430,162,d,2014-01-01
4431,162,d,2014-04-18
4432,162,d,2014-04-21
4433,162,d,2014-05-01
4434,162,d,2014-05-29
4435,162,d,2014-06-09
4436,162,d,2014-06-19
4437,162,d,2014-10-03
4438,162,d,2014-12-25
4439,162,d,2014-12-26
4440,162,d,2015-01-01
4441,162,d,2015-04-03
4442,162,d,2015-04-06
4443,162,d,2015-05-01
4444,162,d,2015-05-14
4445,162,d,2015-05-25
4446,162,d,2015-06-04
4447,163,a,2013-01-01
4448,163,a,2013-03-29
4449,163,a,2013-04-01
4450,163,a,2013-05-01
4451,163,a,2013-05-09
4452,163,a,2013-05-20
4453,163,a,2013-10-03
4454,163,a,2013-12-25
4455,163,a,2013-12-26
4456,163,a,2014-01-01
4457,163,a,2014-04-18
4458,163,a,2014-04-21
4459,163,a,2014-05-01
4460,163,a,2014-05-29
4461,163,a,2014-06-09
4462,163,a,2014-10-03
4463,163,a,2014-12-25
4464,163,a,2014-12-26
4465,163,a,2015-01-01
4466,163,a,2015-04-03
4467,163,a,2015-04-06
4468,163,a,2015-05-01
4469,163,a,2015-05-14
4470,163,a,2015-05-25
4471,164,a,2013-01-01
4472,164,a,2013-01-06
4473,164,a,2013-03-29
4474,164,a,2013-04-01
4475,164,a,2013-05-01
4476,164,a,2013-05-09
4477,164,a,2013-05-20
4478,164,a,2013-05-30
4479,164,a,2013-10-03
4480,164,a,2013-11-01
4481,164,a,2013-12-25
4482,164,a,2013-12-26
4483,164,a,2014-01-01
4484,164,a,2014-01-06
4485,164,a,2014-04-18
4486,164,a,2014-04-21
4487,164,a,2014-05-01
4488,164,a,2014-05-29
4489,164,a,2014-06-09
4490,164,a,2014-06-19
4491,164,a,2015-01-01
4492,164,a,2015-01-06
4493,164,a,2015-04-03
4494,164,a,2015-04-06
4495,164,a,2015-05-01
4496,164,a,2015-05-14
4497,164,a,2015-05-25
4498,164,a,2015-06-04
4499,165,a,2013-01-01
4500,165,a,2013-01-06
4501,165,a,2013-03-29
4502,165,a,2013-04-01
4503,165,a,2013-05-01
4504,165,a,2013-05-09
4505,165,a,2013-05-20
4506,165,a,2013-05-30
4507,165,a,2013-08-15
4508,165,a,2013-10-03
4509,165,a,2013-11-01
4510,165,a,2013-12-25
4511,165,a,2013-12-26
4512,165,a,2014-01-01
4513,165,a,2014-01-06
4514,165,a,2014-04-18
4515,165,a,2014-04-21
4516,165,a,2014-05-01
4517,165,a,2014-05-29
4518,165,a,2014-06-09
4519,165,a,2014-06-19
4520,165,a,2015-01-01
4521,165,a,2015-01-06
4522,165,a,2015-04-03
4523,165,a,2015-04-06
4524,165,a,2015-05-01
4525,165,a,2015-05-14
4526,165,a,2015-05-25
4527,165,a,2015-06-04
4528,165,a,2015-08-15
4529,166,a,2013-01-01
4530,166,a,2013-03-29
4531,166,a,2013-04-01
4532,166,a,2013-05-01
4533,166,a,2013-05-09
4534,166,a,2013-05-20
4535,166,a,2013-05-30
4536,166,a,2013-10-03
4537,166,a,2013-11-01
4538,166,a,2013-12-25
4539,166,a,2013-12-26
4540,166,a,2014-01-01
4541,166,a,2014-04-18
4542,166,a,2014-04-21
4543,166,a,2014-05-01
4544,166,a,2014-05-29
4545,166,a,2014-06-09
4546,166,a,2014-06-19
4547,166,a,2014-10-03
4548,166,a,2014-11-01
4549,166,a,2014-12-25
4550,166,a,2014-12-26
4551,166,a,2015-01-01
4552,166,a,2015-04-03
4553,166,a,2015-04-06
4554,166,a,2015-05-01
4555,166,a,2015-05-14
4556,166,a,2015-05-25
4557,166,a,2015-06-04
4558,167,a,2013-01-01
4559,167,a,2013-01-06
4560,167,a,2013-03-29
4561,167,a,2013-04-01
4562,167,a,2013-05-01
4563,167,a,2013-05-09
4564,167,a,2013-05-20
4565,167,a,2013-10-03
4566,167,a,2013-10-31
4567,167,a,2013-12-25
4568,167,a,2013-12-26
4569,167,a,2014-01-01
4570,167,a,2014-01-06
4571,167,a,2014-04-18
4572,167,a,2014-04-21
4573,167,a,2014-05-01
4574,167,a,2014-05-29
4575,167,a,2014-06-09
4576,167,a,2014-10-03
4577,167,a,2014-10-31
4578,167,a,2014-12-25
4579,167,a,2014-12-26
4580,167,a,2015-01-01
4581,167,a,2015-01-06
4582,167,a,2015-04-03
4583,167,a,2015-04-06
4584,167,a,2015-05-01
4585,167,a,2015-05-14
4586,167,a,2015-05-25
4587,168,a,2013-01-01
4588,168,a,2013-01-06
4589,168,a,2013-03-29
4590,168,a,2013-04-01
4591,168,a,2013-05-01
4592,168,a,2013-05-09
4593,168,a,2013-05-20
4594,168,a,2013-05-30
4595,168,a,2013-10-03
4596,168,a,2013-11-01
4597,168,a,2013-12-25
4598,168,a,2013-12-26
4599,168,a,2014-01-01
4600,168,a,2014-01-06
4601,168,a,2014-04-18
4602,168,a,2014-04-21
4603,168,a,2014-05-01
4604,168,a,2014-05-29
4605,168,a,2014-06-09
4606,168,a,2014-06-19
4607,168,a,2014-10-03
4608,168,a,2014-11-01
4609,168,a,2014-12-25
4610,168,a,2014-12-26
4611,168,a,2015-01-01
4612,168,a,2015-01-06
4613,168,a,2015-04-03
4614,168,a,2015-04-06
4615,168,a,2015-05-01
4616,168,a,2015-05-14
4617,168,a,2015-05-25
4618,168,a,2015-06-04
4619,169,d,2013-01-01
4620,169,d,2013-03-29
4621,169,d,2013-04-01
4622,169,d,2013-05-01
4623,169,d,2013-05-09
4624,169,d,2013-05-20
4625,169,d,2013-05-30
4626,169,d,2013-10-03
4627,169,d,2013-11-01
4628,169,d,2013-12-25
4629,169,d,2013-12-26
4630,169,d,2014-01-01
4631,169,d,2014-04-18
4632,169,d,2014-04-21
4633,169,d,2014-05-01
4634,169,d,2014-05-29
4635,169,d,2014-06-09
4636,169,d,2014-06-19
4637,169,d,2014-10-03
4638,169,d,2014-11-01
4639,169,d,2014-12-25
4640,169,d,2014-12-26
4641,169,d,2015-01-01
4642,169,d,2015-04-03
4643,169,d,2015-04-06
4644,169,d,2015-05-01
4645,169,d,2015-05-14
4646,169,d,2015-05-25
4647,169,d,2015-06-04
4648,170,a,2013-01-01
4649,170,a,2013-03-29
4650,170,a,2013-04-01
4651,170,a,2013-05-01
4652,170,a,2013-05-09
4653,170,a,2013-05-20
4654,170,a,2013-05-30
4655,170,a,2013-10-03
4656,170,a,2013-11-01
4657,170,a,2013-12-25
4658,170,a,2013-12-26
4659,170,a,2014-01-01
4660,170,a,2014-04-18
4661,170,a,2014-04-21
4662,170,a,2014-05-01
4663,170,a,2014-05-29
4664,170,a,2014-06-09
4665,170,a,2014-06-19
4666,170,a,2014-10-03
4667,170,a,2014-11-01
4668,170,a,2014-12-25
4669,170,a,2014-12-26
4670,170,a,2015-01-01
4671,170,a,2015-04-03
4672,170,a,2015-04-06
4673,170,a,2015-05-01
4674,170,a,2015-05-14
4675,170,a,2015-05-25
4676,170,a,2015-06-04
4677,171,a,2013-01-01
4678,171,a,2013-03-29
4679,171,a,2013-04-01
4680,171,a,2013-05-01
4681,171,a,2013-05-09
4682,171,a,2013-05-20
4683,171,a,2013-05-30
4684,171,a,2013-10-03
4685,171,a,2013-11-01
4686,171,a,2013-12-25
4687,171,a,2013-12-26
4688,171,a,2014-01-01
4689,171,a,2014-04-18
4690,171,a,2014-04-21
4691,171,a,2014-05-01
4692,171,a,2014-05-29
4693,171,a,2014-06-09
4694,171,a,2014-06-19
4695,171,a,2014-10-03
4696,171,a,2014-11-01
4697,171,a,2014-12-25
4698,171,a,2014-12-26
4699,171,a,2015-01-01
4700,171,a,2015-04-03
4701,171,a,2015-04-06
4702,171,a,2015-05-01
4703,171,a,2015-05-14
4704,171,a,2015-05-25
4705,171,a,2015-06-04
4706,172,a,2013-01-01
4707,172,a,2013-01-06
4708,172,a,2013-03-29
4709,172,a,2013-04-01
4710,172,a,2013-05-01
4711,172,a,2013-05-09
4712,172,a,2013-05-20
4713,172,a,2013-05-30
4714,172,a,2013-08-15
4715,172,a,2013-10-03
4716,172,a,2013-11-01
4717,172,a,2013-12-25
4718,172,a,2013-12-26
4719,172,a,2014-01-01
4720,172,a,2014-01-06
4721,172,a,2014-04-18
4722,172,a,2014-04-21
4723,172,a,2014-05-01
4724,172,a,2014-05-29
4725,172,a,2014-06-09
4726,172,a,2014-06-19
4727,172,a,2015-01-01
4728,172,a,2015-01-06
4729,172,a,2015-04-03
4730,172,a,2015-04-06
4731,172,a,2015-05-01
4732,172,a,2015-05-14
4733,172,a,2015-05-25
4734,172,a,2015-06-04
4735,172,a,2015-08-15
4736,173,a,2013-01-01
4737,173,a,2013-03-29
4738,173,a,2013-04-01
4739,173,a,2013-05-01
4740,173,a,2013-05-09
4741,173,a,2013-05-20
4742,173,a,2013-10-03
4743,173,a,2013-12-25
4744,173,a,2013-12-26
4745,173,a,2014-01-01
4746,173,a,2014-04-18
4747,173,a,2014-04-21
4748,173,a,2014-05-01
4749,173,a,2014-05-29
4750,173,a,2014-06-09
4751,173,a,2014-10-03
4752,173,a,2014-12-25
4753,173,a,2014-12-26
4754,173,a,2015-01-01
4755,173,a,2015-04-03
4756,173,a,2015-04-06
4757,173,a,2015-05-01
4758,173,a,2015-05-14
4759,173,a,2015-05-25
4760,174,a,2013-01-01
4761,174,a,2013-01-06
4762,174,a,2013-03-29
4763,174,a,2013-04-01
4764,174,a,2013-05-01
4765,174,a,2013-05-09
4766,174,a,2013-05-20
4767,174,a,2013-05-30
4768,174,a,2013-08-15
4769,174,a,2013-10-03
4770,174,a,2013-11-01
4771,174,a,2013-12-25
4772,174,a,2013-12-26
4773,174,a,2014-01-01
4774,174,a,2014-01-06
4775,174,a,2014-04-18
4776,174,a,2014-04-21
4777,174,a,2014-05-01
4778,174,a,2014-05-29
4779,174,a,2014-06-09
4780,174,a,2014-06-19
4781,174,a,2015-01-01
4782,174,a,2015-01-06
4783,174,a,2015-04-03
4784,174,a,2015-04-06
4785,174,a,2015-05-01
4786,174,a,2015-05-14
4787,174,a,2015-05-25
4788,174,a,2015-06-04
4789,174,a,2015-08-15
4790,175,c,2013-01-01
4791,175,c,2013-03-29
4792,175,c,2013-04-01
4793,175,c,2013-05-01
4794,175,c,2013-05-09
4795,175,c,2013-05-20
4796,175,c,2013-10-03
4797,175,c,2013-12-25
4798,175,c,2013-12-26
4799,175,c,2014-01-01
4800,175,c,2014-04-18
4801,175,c,2014-04-21
4802,175,c,2014-05-01
4803,175,c,2014-05-29
4804,175,c,2014-06-09
4805,175,c,2014-10-03
4806,175,c,2014-12-25
4807,175,c,2014-12-26
4808,175,c,2015-01-01
4809,175,c,2015-04-03
4810,175,c,2015-04-06
4811,175,c,2015-05-01
4812,175,c,2015-05-14
4813,175,c,2015-05-25
4814,176,a,2013-01-01
4815,176,a,2013-03-29
4816,176,a,2013-04-01
4817,176,a,2013-05-01
4818,176,a,2013-05-09
4819,176,a,2013-05-20
4820,176,a,2013-05-30
4821,176,a,2013-10-03
4822,176,a,2013-11-01
4823,176,a,2013-12-25
4824,176,a,2013-12-26
4825,176,a,2014-01-01
4826,176,a,2014-04-18
4827,176,a,2014-04-21
4828,176,a,2014-05-01
4829,176,a,2014-05-29
4830,176,a,2014-06-09
4831,176,a,2014-06-19
4832,176,a,2014-10-03
4833,176,a,2014-11-01
4834,176,a,2014-12-25
4835,176,a,2014-12-26
4836,176,a,2015-01-01
4837,176,a,2015-04-03
4838,176,a,2015-04-06
4839,176,a,2015-05-01
4840,176,a,2015-05-14
4841,176,a,2015-05-25
4842,176,a,2015-06-04
4843,177,a,2013-01-01
4844,177,a,2013-01-06
4845,177,a,2013-03-29
4846,177,a,2013-04-01
4847,177,a,2013-05-01
4848,177,a,2013-05-09
4849,177,a,2013-05-20
4850,177,a,2013-10-03
4851,177,a,2013-10-31
4852,177,a,2013-12-25
4853,177,a,2013-12-26
4854,177,a,2014-01-01
4855,177,a,2014-01-06
4856,177,a,2014-04-18
4857,177,a,2014-04-21
4858,177,a,2014-05-01
4859,177,a,2014-05-29
4860,177,a,2014-06-09
4861,177,a,2014-10-03
4862,177,a,2014-10-31
4863,177,a,2014-12-25
4864,177,a,2014-12-26
4865,177,a,2015-01-01
4866,177,a,2015-01-06
4867,177,a,2015-04-03
4868,177,a,2015-04-06
4869,177,a,2015-05-01
4870,177,a,2015-05-14
4871,177,a,2015-05-25
4872,178,d,2013-01-01
4873,178,d,2013-03-29
4874,178,d,2013-04-01
4875,178,d,2013-05-01
4876,178,d,2013-05-09
4877,178,d,2013-05-20
4878,178,d,2013-10-03
4879,178,d,2013-10-31
4880,178,d,2013-11-20
4881,178,d,2013-12-25
4882,178,d,2013-12-26
4883,178,d,2014-01-01
4884,178,d,2014-04-18
4885,178,d,2014-04-21
4886,178,d,2014-05-01
4887,178,d,2014-05-29
4888,178,d,2014-06-09
4889,178,d,2014-10-03
4890,178,d,2014-10-31
4891,178,d,2014-11-19
4892,178,d,2014-12-25
4893,178,d,2014-12-26
4894,178,d,2015-01-01
4895,178,d,2015-04-03
4896,178,d,2015-04-06
4897,178,d,2015-05-01
4898,178,d,2015-05-14
4899,178,d,2015-05-25
4900,179,a,2013-01-01
4901,179,a,2013-03-29
4902,179,a,2013-04-01
4903,179,a,2013-05-01
4904,179,a,2013-05-09
4905,179,a,2013-05-20
4906,179,a,2013-05-30
4907,179,a,2013-10-03
4908,179,a,2013-11-01
4909,179,a,2013-12-25
4910,179,a,2013-12-26
4911,179,a,2014-01-01
4912,179,a,2014-04-18
4913,179,a,2014-04-21
4914,179,a,2014-05-01
4915,179,a,2014-05-29
4916,179,a,2014-06-09
4917,179,a,2014-06-19
4918,179,a,2014-10-03
4919,179,a,2014-11-01
4920,179,a,2014-12-25
4921,179,a,2014-12-26
4922,179,a,2015-01-01
4923,179,a,2015-04-03
4924,179,a,2015-04-06
4925,179,a,2015-05-01
4926,179,a,2015-05-14
4927,179,a,2015-05-25
4928,179,a,2015-06-04
4929,180,d,2013-01-01
4930,180,d,2013-03-29
4931,180,d,2013-04-01
4932,180,d,2013-05-01
4933,180,d,2013-05-09
4934,180,d,2013-05-20
4935,180,d,2013-10-03
4936,180,d,2013-12-25
4937,180,d,2013-12-26
4938,180,d,2014-01-01
4939,180,d,2014-04-18
4940,180,d,2014-04-21
4941,180,d,2014-05-01
4942,180,d,2014-05-29
4943,180,d,2014-06-09
4944,180,d,2014-10-03
4945,180,d,2014-12-25
4946,180,d,2014-12-26
4947,180,d,2015-01-01
4948,180,d,2015-04-03
4949,180,d,2015-04-06
4950,180,d,2015-05-01
4951,180,d,2015-05-14
4952,180,d,2015-05-25
4953,181,a,2013-01-01
4954,181,a,2013-01-06
4955,181,a,2013-03-29
4956,181,a,2013-04-01
4957,181,a,2013-05-01
4958,181,a,2013-05-09
4959,181,a,2013-05-20
4960,181,a,2013-05-30
4961,181,a,2013-10-03
4962,181,a,2013-11-01
4963,181,a,2013-12-25
4964,181,a,2013-12-26
4965,181,a,2014-01-01
4966,181,a,2014-01-06
4967,181,a,2014-04-18
4968,181,a,2014-04-21
4969,181,a,2014-05-01
4970,181,a,2014-05-29
4971,181,a,2014-06-09
4972,181,a,2014-06-19
4973,181,a,2015-01-01
4974,181,a,2015-01-06
4975,181,a,2015-04-03
4976,181,a,2015-04-06
4977,181,a,2015-05-01
4978,181,a,2015-05-14
4979,181,a,2015-05-25
4980,181,a,2015-06-04
4981,182,d,2013-01-01
4982,182,d,2013-03-29
4983,182,d,2013-04-01
4984,182,d,2013-05-01
4985,182,d,2013-05-09
4986,182,d,2013-05-20
4987,182,d,2013-05-30
4988,182,d,2013-10-03
4989,182,d,2013-12-25
4990,182,d,2013-12-26
4991,182,d,2014-01-01
4992,182,d,2014-04-18
4993,182,d,2014-04-21
4994,182,d,2014-05-01
4995,182,d,2014-05-29
4996,182,d,2014-06-09
4997,182,d,2014-06-19
4998,182,d,2014-10-03
4999,182,d,2014-12-25
5000,182,d,2014-12-26
5001,182,d,2015-01-01
5002,182,d,2015-04-03
5003,182,d,2015-04-06
5004,182,d,2015-05-01
5005,182,d,2015-05-14
5006,182,d,2015-05-25
5007,182,d,2015-06-04
5008,183,a,2013-01-01
5009,183,a,2013-01-06
5010,183,a,2013-03-29
5011,183,a,2013-04-01
5012,183,a,2013-05-01
5013,183,a,2013-05-09
5014,183,a,2013-05-20
5015,183,a,2013-05-30
5016,183,a,2013-08-15
5017,183,a,2013-10-03
5018,183,a,2013-11-01
5019,183,a,2013-12-25
5020,183,a,2013-12-26
5021,183,a,2014-01-01
5022,183,a,2014-01-06
5023,183,a,2014-04-18
5024,183,a,2014-04-21
5025,183,a,2014-05-01
5026,183,a,2014-05-29
5027,183,a,2014-06-09
5028,183,a,2014-06-19
5029,183,a,2015-01-01
5030,183,a,2015-01-06
5031,183,a,2015-04-03
5032,183,a,2015-04-06
5033,183,a,2015-05-14
5034,183,a,2015-05-25
5035,183,a,2015-06-04
5036,183,a,2015-08-15
5037,184,d,2013-01-01
5038,184,d,2013-03-29
5039,184,d,2013-04-01
5040,184,d,2013-05-01
5041,184,d,2013-05-09
5042,184,d,2013-05-20
5043,184,d,2013-05-30
5044,184,d,2013-10-03
5045,184,d,2013-11-01
5046,184,d,2013-12-25
5047,184,d,2013-12-26
5048,184,d,2014-01-01
5049,184,d,2014-04-18
5050,184,d,2014-04-21
5051,184,d,2014-05-01
5052,184,d,2014-05-29
5053,184,d,2014-06-09
5054,184,d,2014-06-19
5055,184,d,2014-10-03
5056,184,d,2014-11-01
5057,184,d,2014-12-25
5058,184,d,2014-12-26
5059,184,d,2015-01-01
5060,184,d,2015-04-03
5061,184,d,2015-04-06
5062,184,d,2015-05-01
5063,184,d,2015-05-14
5064,184,d,2015-05-25
5065,184,d,2015-06-04
5066,185,d,2013-01-01
5067,185,d,2013-03-29
5068,185,d,2013-04-01
5069,185,d,2013-05-01
5070,185,d,2013-05-09
5071,185,d,2013-05-20
5072,185,d,2013-10-03
5073,185,d,2013-12-25
5074,185,d,2013-12-26
5075,185,d,2014-01-01
5076,185,d,2014-04-18
5077,185,d,2014-04-21
5078,185,d,2014-05-01
5079,185,d,2014-05-29
5080,185,d,2014-06-09
5081,185,d,2014-10-03
5082,185,d,2014-12-25
5083,185,d,2014-12-26
5084,185,d,2015-01-01
5085,185,d,2015-04-03
5086,185,d,2015-04-06
5087,185,d,2015-05-01
5088,185,d,2015-05-14
5089,185,d,2015-05-25
5090,186,a,2013-01-01
5091,186,a,2013-01-06
5092,186,a,2013-03-29
5093,186,a,2013-04-01
5094,186,a,2013-05-01
5095,186,a,2013-05-09
5096,186,a,2013-05-20
5097,186,a,2013-05-30
5098,186,a,2013-08-15
5099,186,a,2013-10-03
5100,186,a,2013-11-01
5101,186,a,2013-12-25
5102,186,a,2013-12-26
5103,186,a,2014-01-01
5104,186,a,2014-01-06
5105,186,a,2014-04-18
5106,186,a,2014-04-21
5107,186,a,2014-05-01
5108,186,a,2014-05-29
5109,186,a,2014-06-09
5110,186,a,2014-06-19
5111,186,a,2015-01-01
5112,186,a,2015-01-06
5113,186,a,2015-04-03
5114,186,a,2015-04-06
5115,186,a,2015-05-01
